cod_mun;nome_mun;uf_mun
8801;Porto Alegre;RS
8803;Porto Lucena;RS
8805;Porto Xavier;RS
8807;Putinga;RS
8809;Quaraí;RS
8811;Redentora;RS
8813;Restinga Seca;RS
8815;Rio Grande;RS
8817;Rio Pardo;RS
8819;Roca Sales;RS
8821;Rodeio Bonito;RS
8823;Rolante;RS
8825;Ronda Alta;RS
8827;Rondinha;RS
8829;Roque Gonzales;RS
8831;Rosário do Sul;RS
8833;Salvador do Sul;RS
8835;Sananduva;RS
8837;Santa Bárbara do Sul;RS
8839;Santa Cruz do Sul;RS
8841;Santa Maria;RS
8843;Santana da Boa Vista;RS
8845;Santana do Livramento;RS
8847;Santa Rosa;RS
8849;Santa Vitória do Palmar;RS
8851;Santiago;RS
8853;Santo Ângelo;RS
8855;Santo Antonio da Patrulha;RS
8857;Santo Antônio das Missões;RS
8859;Santo Augusto;RS
8861;Santo Cristo;RS
8863;São Borja;RS
8865;São Francisco de Assis;RS
8867;São Francisco de Paula;RS
8869;São Gabriel;RS
8871;São Jerônimo;RS
8873;São José do Norte;RS
8875;São José do Ouro;RS
8877;São Leopoldo;RS
8879;São Lourenço do Sul;RS
8881;São Luiz Gonzaga;RS
8883;São Marcos;RS
8884;Cocal do Sul;SC
8885;São Martinho;RS
8887;São Nicolau;RS
8889;São Paulo das Missões;RS
8891;São Pedro do Sul;RS
8893;São Sebastião do Caí;RS
8895;São Sepé;RS
8897;São Valentim;RS
8899;Sapiranga;RS
8901;Sapucaia do Sul;RS
8903;Sarandi;RS
8905;Seberi;RS
8907;Selbach;RS
8909;Serafina Corrêa;RS
8911;Sertão;RS
8913;Severiano de Almeida;RS
8915;Capão da Canoa;RS
8917;Sobradinho;RS
8919;Soledade;RS
8921;Tapejara;RS
8923;Tapera;RS
8925;Tapes;RS
8927;Taquara;RS
8929;Taquari;RS
8931;Tenente Portela;RS
8933;Torres;RS
8935;Tramandaí;RS
8937;Três Coroas;RS
8939;Três de Maio;RS
8941;Três Passos;RS
8943;Triunfo;RS
8945;Tucunduva;RS
8947;Tupanciretã;RS
8949;Tuparendi;RS
8951;Uruguaiana;RS
8953;Vacaria;RS
8955;Venâncio Aires;RS
8957;Vera Cruz;RS
8959;Veranópolis;RS
8961;Viadutos;RS
8963;Viamão;RS
8965;Vicente Dutra;RS
8967;Palmares do Sul;RS
8969;Victor Graeff;RS
8971;Tavares;RS
8972;Nova Roma do Sul;RS
8973;Capão do Leão;RS
8975;Salto do Jacuí;RS
8977;Cotiporã;RS
8979;Colíder;MT
8981;Nova Brasilândia;MT
8983;Paranatinga;MT
8985;Sinop;MT
8987;Alta Floresta;MT
8989;Araputanga;MT
8991;Jauru;MT
8993;São José dos Quatro Marcos;MT
8995;Rio Branco;MT
8997;Salto do Céu;MT
8999;Pontes e Lacerda;MT
9001;Acorizal;MT
9003;Água Clara;MS
9005;Alto Araguaia;MT
9007;Alto Garças;MT
9009;Alto Paraguai;MT
9011;Amambaí;MS
9013;Anastácio;MS
9015;Anaurilândia;MS
9017;Antônio João;MS
9019;Aparecida do Taboado;MS
9021;Aquidauana;MS
9023;Araguainha;MT
9025;Arenápolis;MT
9027;Aripuanã;MT
9029;Bandeirantes;MS
9031;Barão de Melgaço;MT
9033;Barra do Bugres;MT
9035;Barra do Garças;MT
9037;Bataguassu;MS
9039;Bataiporã;MS
9041;Bela Vista;MS
9043;Bonito;MS
9045;Brasilândia;MS
9047;Cáceres;MT
9049;Camapuã;MS
9051;Campo Grande;MS
9053;Caracol;MS
9055;Caarapó;MS
9057;Cassilândia;MS
9059;Chapada dos Guimarães;MT
9061;Corguinho;MS
9063;Corumbá;MS
9065;Coxim;MS
9067;Cuiabá;MT
9069;Diamantino;MT
9071;Dom Aquino;MT
9073;Dourados;MS
9075;Fátima do Sul;MS
9077;General Carneiro;MT
9079;Glória de Dourados;MS
9081;Guia Lopes da Laguna;MS
9083;Guiratinga;MT
9085;Iguatemi;MS
9087;Inocência;MS
9089;Itaporã;MS
9091;Itiquira;MT
9093;Ivinhema;MS
9095;Jaciara;MT
9097;Jaraguari;MS
9099;Jardim;MS
9101;Jateí;MS
9103;Ladário;MS
9105;Luciara;MT
9107;Maracaju;MS
9109;Vila Bela da Santíssima Trindade;MT
9111;Miranda;MS
9113;Naviraí;MS
9115;Nioaque;MS
9117;Nobres;MT
9119;Nortelândia;MT
9121;Nossa Senhora do Livramento;MT
9122;Paraíso das Águas;MS
9123;Nova Andradina;MS
9124;Itaquaquecetuba;SP
9125;Paranaíba;MS
9127;Pedro Gomes;MS
9129;Poconé;MT
9131;Ponta Porã;MS
9133;Ponte Branca;MT
9135;Porto dos Gaúchos;MT
9137;Porto Murtinho;MS
9139;Poxoréo;MT
9141;Ribas do Rio Pardo;MS
9143;Rio Brilhante;MS
9145;Rio Negro;MS
9147;Rio Verde de Mato Grosso;MS
9149;Rochedo;MS
9151;Rondonópolis;MT
9153;Rosário Oeste;MT
9155;Santo Antônio do Leverger;MT
9157;Sidrolândia;MS
9159;Terenos;MS
9161;Tesouro;MT
9163;Torixoréu;MT
9165;Três Lagoas;MS
9167;Várzea Grande;MT
9169;Angélica;MS
9171;Aral Moreira;MS
9173;Eldorado;MS
9175;Deodápolis;MS
9177;Mirassol D'Oeste;MT
9179;Mundo Novo;MS
9181;Pedra Preta;MT
9183;São Félix do Araguaia;MT
9185;Tangará da Serra;MT
9187;Vicentina;MS
9189;Juscimeira;MT
9191;Água Boa;MT
9193;Canarana;MT
9195;Nova Xavantina;MT
9197;Santa Terezinha;MT
9199;São José do Rio Claro;MT
9201;Abadiânia;GO
9203;Água Limpa;GO
9205;Alexânia;GO
9207;Almas;TO
9209;Aloândia;GO
9211;Alto Paraíso de Goiás;GO
9213;Alvorada;TO
9215;Alvorada do Norte;GO
9217;Amorinópolis;GO
9219;Ananás;TO
9221;Anápolis;GO
9223;Anhangüera;GO
9225;Anicuns;GO
9227;Aparecida de Goiânia;GO
9229;Aporé;GO
9231;Araçu;GO
9233;Aragarças;GO
9235;Aragoiânia;GO
9237;Araguacema;TO
9239;Araguaçu;TO
9241;Araguaína;TO
9243;Araguatins;TO
9245;Arapoema;TO
9247;ARRAIAS;TO
9249;Aruanã;GO
9251;Aurilândia;GO
9253;Aurora do Tocantins;TO
9255;Avelinópolis;GO
9257;Axixá do Tocantins;TO
9259;Babaçulândia;TO
9261;Baliza;GO
9263;Barro Alto;GO
9265;Bela Vista de Goiás;GO
9267;Bom Jardim de Goiás;GO
9269;Bom Jesus de Goiás;GO
9271;Brazabrantes;GO
9273;Brejinho de Nazaré;TO
9275;Britânia;GO
9277;Buriti Alegre;GO
9279;Cabeceiras;GO
9281;Cachoeira Alta;GO
9283;Cachoeira de Goiás;GO
9285;Caçu;GO
9287;Caiapônia;GO
9289;Caldas Novas;GO
9291;Campestre de Goiás;GO
9293;Campinorte;GO
9295;Campo Alegre de Goiás;GO
9297;Campos Belos;GO
9299;Carmo do Rio Verde;GO
9301;Catalão;GO
9303;Caturaí;GO
9305;Cavalcante;GO
9307;Ceres;GO
9309;Divinópolis de Goiás;GO
9311;Colinas do Tocantins;TO
9313;Conceição do Tocantins;TO
9315;Córrego do Ouro;GO
9317;Corumbá de Goiás;GO
9319;Corumbaíba;GO
9321;Couto de Magalhães;TO
9323;Cristalândia;TO
9325;Cristalina;GO
9327;Cristianópolis;GO
9329;Crixás;GO
9331;Cromínia;GO
9333;Cumari;GO
9335;Damianópolis;GO
9337;Damolândia;GO
9339;Davinópolis;GO
9341;Dianópolis;TO
9343;Diorama;GO
9345;Dois Irmãos do Tocantins;TO
9347;Duerê;TO
9349;Edéia;GO
9351;Estrela do Norte;GO
9353;Fazenda Nova;GO
9355;Filadélfia;TO
9357;Firminópolis;GO
9359;Flores de Goiás;GO
9361;Formosa;GO
9363;Formoso;GO
9365;Formoso do Araguaia;TO
9367;Goianápolis;GO
9369;Goiandira;GO
9371;Goianésia;GO
9373;Goiânia;GO
9375;Goianira;GO
9377;Goiás;GO
9379;Goiatuba;GO
9381;Guapó;GO
9383;Guarani de Goiás;GO
9385;Gurupi;TO
9387;Heitoraí;GO
9389;Hidrolândia;GO
9391;Hidrolina;GO
9393;Iaciara;GO
9395;Inhumas;GO
9397;Ipameri;GO
9399;Iporá;GO
9401;Israelândia;GO
9403;Itaberaí;GO
9405;Itacajá;TO
9407;Itaguaru;GO
9409;Itaguatins;TO
9411;Itajá;GO
9413;Itapaci;GO
9415;Itapirapuã;GO
9417;Itaporã do Tocantins;TO
9419;Itapuranga;GO
9421;Itarumã;GO
9423;Itauçu;GO
9425;Itumbiara;GO
9427;Ivolândia;GO
9429;Jandaia;GO
9431;Jaraguá;GO
9433;Jataí;GO
9435;Jaupaci;GO
9437;Joviânia;GO
9439;Jussara;GO
9441;Aliança do Tocantins;TO
9443;Leopoldo de Bulhões;GO
9445;Luziânia;GO
9447;Mairipotaba;GO
9449;Mambaí;GO
9451;Mara Rosa;GO
9453;Marzagão;GO
9455;Paranaiguara;GO
9457;Maurilândia;GO
9459;Mineiros;GO
9461;Miracema do Tocantins;TO
9463;Miranorte;TO
9465;Moiporá;GO
9467;Monte Alegre de Goiás;GO
9469;Monte do Carmo;TO
9471;Montes Claros de Goiás;GO
9473;Morrinhos;GO
9475;Mossâmedes;GO
9477;Mozarlândia;GO
9479;Mutunópolis;GO
9481;Natividade;TO
9483;Nazaré;TO
9485;Nazário;GO
9487;Nerópolis;GO
9489;Niquelândia;GO
9491;Nova América;GO
9493;Nova Aurora;GO
9495;Nova Roma;GO
9497;Nova Veneza;GO
9499;Novo Acordo;TO
9501;Novo Brasil;GO
9503;Orizona;GO
9505;Ouro Verde de Goiás;GO
9507;Ouvidor;GO
9509;Padre Bernardo;GO
9511;Palmeiras de Goiás;GO
9513;Palmelo;GO
9515;Palminópolis;GO
9517;Panamá;GO
9519;Paraíso do Tocantins;TO
9521;Paranã;TO
9523;Paraúna;GO
9525;Pedro Afonso;TO
9527;Peixe;TO
9529;Colméia;TO
9531;Petrolina de Goiás;GO
9533;Goiatins;TO
9535;Pilar de Goiás;GO
9537;Pindorama do Tocantins;TO
9539;Piracanjuba;GO
9541;Piranhas;GO
9543;Pirenópolis;GO
9545;Pires do Rio;GO
9547;Pium;TO
9549;Pontalina;GO
9551;Ponte Alta do Bom Jesus;TO
9553;Ponte Alta do Tocantins;TO
9555;Porangatu;GO
9557;Portelândia;GO
9559;Porteirão;GO
9561;Posse;GO
9563;Quirinópolis;GO
9565;Rialma;GO
9567;Rianápolis;GO
9569;Lizarda;TO
9571;Rio Verde;GO
9573;Rubiataba;GO
9575;Sanclerlândia;GO
9577;Santa Bárbara de Goiás;GO
9579;Santa Cruz de Goiás;GO
9581;Santa Helena de Goiás;GO
9583;Santa Rita do Araguaia;GO
9585;Santa Rosa de Goiás;GO
9587;Santa Tereza de Goiás;GO
9589;Santa Terezinha de Goiás;GO
9591;São Domingos;GO
9593;São Francisco de Goiás;GO
9595;Planaltina de Goiás;GO
9597;São João D'Aliança;GO
9599;São Luís de Montes Belos;GO
9601;São Miguel do Araguaia;GO
9603;São Sebastião do Tocantins;TO
9605;São Simão;GO
9607;Serranópolis;GO
9609;Silvânia;GO
9611;Sítio D'Abadia;GO
9613;Sítio Novo do Tocantins;TO
9615;Taguatinga;TO
9617;Taquaral de Goiás;GO
9619;Tocantínia;TO
9621;Tocantinópolis;TO
9623;Três Ranchos;GO
9625;Trindade;GO
9627;Guaraí;TO
9629;Presidente Kennedy;TO
9631;Turvânia;GO
9633;Uruaçu;GO
9635;Uruana;GO
9637;Urutaí;GO
9639;Varjão;GO
9641;Vianópolis;GO
9643;Xambioá;TO
9645;Acreúna;GO
9647;Minaçu;GO
9649;Palmeirópolis;TO
9651;Mundo Novo;GO
9653;Nova Crixás;GO
9655;Nova Glória;GO
9657;Vicentinópolis;GO
9659;Silvanópolis;TO
9661;Americano do Brasil;GO
9663;Nova Olinda;TO
9665;Wanderlândia;GO
9667;Figueirópolis;TO
9669;Araguapaz;GO
9671;Arenópolis;GO
9673;Cachoeira Dourada;GO
9675;Doverlândia;GO
9677;Santo Antônio do Descoberto;GO
9679;Rio Sono;TO
9681;Indiara;GO
9683;Fátima;TO
9685;Augustinópolis;TO
9687;Campinaçu;GO
9689;Santa Isabel;GO
9691;São Valério da Natividade;TO
9693;Barrolândia;TO
9695;Bernardo Sayão;TO
9697;Combinado;TO
9699;Goianorte;TO
9701;Brasília;DF
9703;Novo Alegre;TO
9705;Pequizeiro;TO
9711;Marianópolis do Tocantins;TO
9713;Aparecida do Rio Negro;TO
9715;Buriti do Tocantins;TO
9717;Caseara;TO
9719;Divinópolis do Tocantins;TO
9721;Nova Rosalândia;TO
9723;Porto Alegre do Tocantins;TO
9725;Praia Norte;TO
9727;Sampaio;TO
9729;Santa Rosa do Tocantins;TO
9731;Santa Tereza do Tocantins;TO
9733;Palmas;TO
9735;Novo Planalto;GO
9737;Palestina de Goiás;GO
9739;Paranhos;MS
9741;Ribeirão Cascalheira;MT
9743;Santa Fé de Goiás;GO
9745;Santa Rita do Pardo;MS
9747;São João da Paraúna;GO
9749;São Luiz do Norte;GO
9751;São Miguel do Passa Quatro;GO
9753;Senador Canedo;GO
9755;Simolândia;GO
9757;Sonora;MS
9759;Teresina de Goiás;GO
9761;Trombas;GO
9763;Tapurah;MT
9765;Turvelândia;GO
9767;Alagoinha do Piauí;PI
9769;Adelândia;GO
9771;Água Fria de Goiás;GO
9773;Apiacás;MT
9775;Bonfinópolis;GO
9777;Campo Novo do Parecis;MT
9779;Campo Verde;MT
9781;Campos Verdes;GO
9783;Castanheira;MT
9785;Cezarina;GO
9787;Chapadão do Sul;MS
9789;Cláudia;MT
9791;Colinas do Sul;GO
9793;Dois Irmãos do Buriti;MS
9795;Edealina;GO
9797;Faina;GO
9799;Gouvelândia;GO
9801;Bodoquena;MS
9803;Costa Rica;MS
9805;Douradina;MS
9807;Itaquiraí;MS
9809;São Gabriel do Oeste;MS
9811;Selvíria;MS
9813;Sete Quedas;MS
9815;Tacuru;MS
9817;Taquarussu;MS
9819;Juara;MT
9821;Teutônia;RS
9823;Bom Princípio;RS
9825;Parobé;RS
9827;Fortaleza dos Valos;RS
9829;Jóia;RS
9831;Juína;MT
9833;Denise;MT
9835;Iranduba;AM
9837;Itamarati;AM
9839;Manaquiri;AM
9841;Presidente Figueiredo;AM
9843;Rio Preto da Eva;AM
9845;São Sebastião do Uatumã;AM
9847;Tabatinga;AM
9849;Uarini;AM
9851;Tonantins;AM
9853;Quixelô;CE
9855;Umirim;CE
9857;Varjota;CE
9859;Jaborandi;BA
9861;Jangada;MT
9863;Campinápolis;MT
9865;Cocalinho;MT
9867;Novo São Joaquim;MT
9869;Araguaiana;MT
9871;Primavera do Leste;MT
9873;Brasnorte;MT
9875;Porto Esperidião;MT
9877;Indiavaí;MT
9879;Reserva do Cabaçal;MT
9881;Figueirópolis D'Oeste;MT
9883;Comodoro;MT
9885;Paranaitá;MT
9887;Guarantã do Norte;MT
9889;Nova Canãa do Norte;MT
9891;Peixoto de Azevedo;MT
9893;Nova Olímpia;MT
9895;Porto Alegre do Norte;MT
9897;Vila Rica;MT
9898;Manaus;AM
9899;Marcelândia;MT
9901;Itaúba;MT
9903;Novo Horizonte do Norte;MT
9905;Vera;MT
9907;Sorriso;MT
9909;Terra Nova do Norte;MT
9911;Alto Taquari;MT
9913;Nova Tebas;PR
9915;Diamante d'Oeste;PR
9917;Quiterianópolis;CE
9919;Itaguari;GO
9921;Juruena;MT
9923;Jutí;MS
9925;Lucas do Rio Verde;MT
9927;Matrinchã;GO
9929;Matupá;MT
9931;Mimoso de Goiás;GO
9933;Montividiu;GO
9935;Morro Agudo de Goiás;GO
9937;Nova Mutum;MT
9939;Abdon Batista;SC
9941;Apiúna;SC
9943;Celso Ramos;SC
9945;Doutor Pedrinho;SC
9947;Godoy Moreira;PR
9949;Ibema;PR
9951;Iporã do Oeste;SC
9953;Iraceminha;SC
9955;Ivaté;PR
9957;José Boiteux;SC
9959;Lindoeste;PR
9961;Lindóia do Sul;SC
9963;Marema;SC
9965;Ouro Verde do Oeste;PR
9967;Santa Rosa do Sul;SC
9969;Santa Tereza do Oeste;PR
9971;Timbó Grande;SC
9973;União do Oeste;SC
9975;Urupema;SC
9977;Vítor Meireles;SC
9979;Bom Sucesso do Sul;PR
9981;Honório Serpa;PR
9983;Fazenda Rio Grande;PR
9985;Itapoá;SC
9989;Serra Alta;SC
9993;Guarinos;GO
9995;Rio Quente;GO
9997;Coronel Sapucaia;MS
